"REF_DATE","GEO","DGUID","Gender","Type of corporation","Country of control","Industry","Size of enterprise","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Utilities","Fourth quartile","Number","Number","223","units","0","v1138040812","1.1.1.2.3.5.1","71","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Utilities","Fourth quartile","Percentage","Percent","239","units","0","v1138043512","1.1.1.2.3.5.2","26.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Utilities","Unclassified size of enterprise","Number","Number","223","units","0","v1138041262","1.1.1.2.3.6.1","2","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Utilities","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138043962","1.1.1.2.3.6.2","16.7","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Total, all sizes","Number","Number","223","units","0","v1138039013","1.1.1.2.4.1.1","618","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Total, all sizes","Percentage","Percent","239","units","0","v1138041713","1.1.1.2.4.1.2","19.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","First quartile","Number","Number","223","units","0","v1138039463","1.1.1.2.4.2.1","45","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","First quartile","Percentage","Percent","239","units","0","v1138042163","1.1.1.2.4.2.2","19.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Second quartile","Number","Number","223","units","0","v1138039913","1.1.1.2.4.3.1","60","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Second quartile","Percentage","Percent","239","units","0","v1138042613","1.1.1.2.4.3.2","21.0","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Third quartile","Number","Number","223","units","0","v1138040363","1.1.1.2.4.4.1","97","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Third quartile","Percentage","Percent","239","units","0","v1138043063","1.1.1.2.4.4.2","17.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Fourth quartile","Number","Number","223","units","0","v1138040813","1.1.1.2.4.5.1","369","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Fourth quartile","Percentage","Percent","239","units","0","v1138043513","1.1.1.2.4.5.2","19.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Unclassified size of enterprise","Number","Number","223","units","0","v1138041263","1.1.1.2.4.6.1","47","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Management of companies and enterprises","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138043963","1.1.1.2.4.6.2","22.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Total, all sizes","Number","Number","223","units","0","v1138039014","1.1.1.2.5.1.1","238","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Total, all sizes","Percentage","Percent","239","units","0","v1138041714","1.1.1.2.5.1.2","15.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","First quartile","Number","Number","223","units","0","v1138039464","1.1.1.2.5.2.1","31","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","First quartile","Percentage","Percent","239","units","0","v1138042164","1.1.1.2.5.2.2","13.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Second quartile","Number","Number","223","units","0","v1138039914","1.1.1.2.5.3.1","64","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Second quartile","Percentage","Percent","239","units","0","v1138042614","1.1.1.2.5.3.2","14.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Third quartile","Number","Number","223","units","0","v1138040364","1.1.1.2.5.4.1","74","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Third quartile","Percentage","Percent","239","units","0","v1138043064","1.1.1.2.5.4.2","15.4","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Fourth quartile","Number","Number","223","units","0","v1138040814","1.1.1.2.5.5.1","51","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Fourth quartile","Percentage","Percent","239","units","0","v1138043514","1.1.1.2.5.5.2","18.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Unclassified size of enterprise","Number","Number","223","units","0","v1138041264","1.1.1.2.5.6.1","18","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Distributive trade","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138043964","1.1.1.2.5.6.2","13.0","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Total, all sizes","Number","Number","223","units","0","v1138039015","1.1.1.2.6.1.1","104","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Total, all sizes","Percentage","Percent","239","units","0","v1138041715","1.1.1.2.6.1.2","13.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","First quartile","Number","Number","223","units","0","v1138039465","1.1.1.2.6.2.1","11","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","First quartile","Percentage","Percent","239","units","0","v1138042165","1.1.1.2.6.2.2","19.6","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Second quartile","Number","Number","223","units","0","v1138039915","1.1.1.2.6.3.1","6","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Second quartile","Percentage","Percent","239","units","0","v1138042615","1.1.1.2.6.3.2","11.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Third quartile","Number","Number","223","units","0","v1138040365","1.1.1.2.6.4.1","4","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Third quartile","Percentage","Percent","239","units","0","v1138043065","1.1.1.2.6.4.2","9.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Fourth quartile","Number","Number","223","units","0","v1138040815","1.1.1.2.6.5.1","82","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Fourth quartile","Percentage","Percent","239","units","0","v1138043515","1.1.1.2.6.5.2","14.3","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Unclassified size of enterprise","Number","Number","223","units","0","v1138041265","1.1.1.2.6.6.1","1","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Energy","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138043965","1.1.1.2.6.6.2","4.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Total, all sizes","Number","Number","223","units","0","v1138039016","1.1.1.2.7.1.1","144","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Total, all sizes","Percentage","Percent","239","units","0","v1138041716","1.1.1.2.7.1.2","14.1","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","First quartile","Number","Number","223","units","0","v1138039466","1.1.1.2.7.2.1","18","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","First quartile","Percentage","Percent","239","units","0","v1138042166","1.1.1.2.7.2.2","15.9","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Second quartile","Number","Number","223","units","0","v1138039916","1.1.1.2.7.3.1","25","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Second quartile","Percentage","Percent","239","units","0","v1138042616","1.1.1.2.7.3.2","13.2","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Third quartile","Number","Number","223","units","0","v1138040366","1.1.1.2.7.4.1","17","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Third quartile","Percentage","Percent","239","units","0","v1138043066","1.1.1.2.7.4.2","10.8","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Fourth quartile","Number","Number","223","units","0","v1138040816","1.1.1.2.7.5.1","72","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Fourth quartile","Percentage","Percent","239","units","0","v1138043516","1.1.1.2.7.5.2","16.0","","","","1"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Unclassified size of enterprise","Number","Number","223","units","0","v1138041266","1.1.1.2.7.6.1","12","","","","0"
"2016","Canada","2016A000011124","Female gender","Total, all corporations","Canada","Manufacturing","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138043966","1.1.1.2.7.6.2","11.2","","","","1"
